"time","n1","n2","weight",,,,
"t_0","28","04","1.4432848E-5",,,,
"t_0","09","03","1.7036855E-5",,,,
"t_0","07","21","1.4526138E-5",,,,
"t_0","33","02","2.3616401E-5",,,,
"t_0","06","15","1.5770876E-5",,,,
"t_0","05","16","1.5404794E-5",,,,
"t_0","07","30","1.7031807E-5",,,,
"t_0","29","17","1.9540701E-5",,,,
"t_0","26","40","1.991685E-5",,,,
"t_0","22","35","2.3115741E-5",,,,
"t_0","21","31","2.0984737E-5",,,,
"t_0","16","15","1.7479504E-5",,,,
"t_0","27","34","2.277479E-5",,,,
"t_0","21","14","1.6373138E-5",,,,
"t_0","01","17","1.5681635E-5",,,,
"t_0","04","07","1.5367474E-5",,,,
"t_0","16","25","1.8056233E-5",,,,
"t_0","15","29","1.6215254E-5",,,,
"t_0","20","07","1.5022012E-5",,,,
"t_0","03","17","2.2287657E-5",,,,
"t_0","32","29","2.2717852E-5",,,,
"t_0","14","18","1.7613045E-5",,,,
"t_0","33","21","1.3594785E-5",,,,
"t_0","40","25","1.4266356E-5",,,,
"t_0","13","11","1.7531389E-5",,,,
"t_0","13","30","1.8474755E-5",,,,
"t_0","03","03","0.04623133",,,,
"t_0","06","05","1.7863562E-5",,,,
"t_0","19","25","2.0972635E-5",,,,
"t_0","09","16","1.9547711E-5",,,,
"t_0","03","06","1.3228142E-5",,,,
"t_0","39","35","2.0975933E-5",,,,
"t_0","31","01","1.8620876E-5",,,,
"t_0","31","31","0.11417314",,,,
"t_0","17","17","0.050506502",,,,
"t_0","11","25","1.3497136E-5",,,,
"t_0","26","24","1.7440281E-5",,,,
"t_0","35","31","3.0141797E-5",,,,
"t_0","02","02","0.028873928",,,,
"t_0","32","01","1.928284E-5",,,,
"t_0","19","22","1.9998814E-5",,,,
"t_0","29","06","1.8503693E-5",,,,
"t_0","35","22","2.3115741E-5",,,,
"t_0","25","35","2.1483931E-5",,,,
"t_0","17","20","2.5641031E-5",,,,
"t_0","27","18","1.74096E-5",,,,
"t_0","04","25","1.9838284E-5",,,,
"t_0","12","12","0.08829976",,,,
"t_0","05","29","1.819763E-5",,,,
"t_0","26","28","2.0673537E-5",,,,
"t_0","16","03","1.4590106E-5",,,,
"t_0","29","04","2.3440003E-5",,,,
"t_0","24","11","1.7441691E-5",,,,
"t_0","29","24","1.2827404E-5",,,,
"t_0","05","31","1.4202509E-5",,,,
"t_0","13","39","2.3131397E-5",,,,
"t_0","10","29","2.7442355E-5",,,,
"t_0","12","14","1.8001792E-5",,,,
"t_0","19","30","2.1335354E-5",,,,
"t_0","06","10","1.7319173E-5",,,,
"t_0","21","23","1.621878E-5",,,,
"t_0","07","10","1.8511295E-5",,,,
"t_0","08","20","2.2338894E-5",,,,
"t_0","09","09","0.036320437",,,,
"t_0","24","29","1.2827404E-5",,,,
"t_0","02","36","1.3388696E-5",,,,
"t_0","20","16","2.2806202E-5",,,,
"t_0","40","15","2.9063307E-5",,,,
"t_0","19","21","1.3218586E-5",,,,
"t_0","22","08","1.4727817E-5",,,,
"t_0","30","13","1.8474755E-5",,,,
"t_0","27","02","1.5712309E-5",,,,
"t_0","39","38","1.52057355E-5",,,,
"t_0","39","31","2.5153624E-5",,,,
"t_0","14","14","0.04689232",,,,
"t_0","36","20","1.8000854E-5",,,,
"t_0","03","22","1.5394446E-5",,,,
"t_0","03","12","2.1450185E-5",,,,
"t_0","32","19","2.8693712E-5",,,,
"t_0","38","25","1.9624846E-5",,,,
"t_0","21","29","1.5787276E-5",,,,
"t_0","39","26","1.787983E-5",,,,
"t_0","12","06","1.3030306E-5",,,,
"t_0","04","11","1.3785159E-5",,,,
"t_0","27","23","2.026155E-5",,,,
"t_0","28","05","1.3427265E-5",,,,
"t_0","10","37","2.1760878E-5",,,,
"t_0","26","11","1.7056132E-5",,,,
"t_0","27","38","1.6442931E-5",,,,
"t_0","21","32","1.6256028E-5",,,,
"t_0","40","05","1.7289742E-5",,,,
"t_0","23","37","1.9046925E-5",,,,
